id_cliente,idade,genero,estado_civil,tempo_como_cliente,tipo_contrato,forma_pagamento,suporte_contatado,chamados_abertos,tempo_medio_atendimento,reclamacoes,atrasos_pagamento,renda_faixa,servicos_assinados,produtos_assinados,valor_mensal,total_gasto
56ed2ac7-c4f3-4360-ae95-082c35333d1d,44,Feminino,Solteiro,57,Anual,Cartão,3,3,5.93,0,3,10000-50000,2,['Produto D' 'Produto B'],317.99,18578.6
b7c91d55-c5a0-41ec-be72-d3d6c579cc27,58,Feminino,Solteiro,4,Mensal,Cartão,1,0,20.13,2,1,1000-5000,4,['Produto E' 'Produto B' 'Produto C' 'Produto D'],669.02,2742.99
e864b74c-c129-40fc-8a29-fc33084dde53,32,Feminino,Solteiro,43,Anual,Boleto,1,0,20.84,1,3,10000-50000,0,[],0.0,0.0
8d1b1b8a-be9c-47cc-9b9f-3c478791282b,27,Masculino,Divorciado,105,Mensal,Boleto,1,1,23.43,1,4,1000-5000,5,['Produto B' 'Produto F' 'Produto A' 'Produto C' 'Produto E'],937.66,100915.84
d4a5b551-14c2-4e78-8256-e7bfe1a231bf,22,Feminino,Divorciado,100,Mensal,Cartão,2,0,22.35,0,3,10000-50000,3,['Produto A' 'Produto E' 'Produto F'],487.07,49924.77
5de89071-5c07-46a0-953d-5e776da8a5b5,54,Feminino,Divorciado,99,Mensal,Boleto,3,0,26.94,0,4,0-1000,3,['Produto A' 'Produto E' 'Produto B'],444.87,45143.27
c58e2b55-9c12-4fa1-9337-632c4962464e,46,Masculino,Solteiro,63,Mensal,Cartão,2,3,6.96,0,1,5000-10000,0,[],0.0,0.0
af3f6dea-f6aa-4aad-bc3c-3cacf3a3b6a6,39,Masculino,Solteiro,43,Anual,Débito,2,1,14.71,0,0,10000-50000,2,['Produto A' 'Produto C'],203.11,8952.09
7225d735-a905-4c6e-a1ea-5e7ce2126daf,42,Feminino,Casado,67,Anual,Débito,3,2,24.55,0,0,1000-5000,3,['Produto D' 'Produto A' 'Produto F'],531.68,36513.19
f404da75-dec0-4fd6-93c2-3dcd2842c477,28,Masculino,Casado,82,Mensal,Boleto,2,0,26.16,0,3,0-1000,1,['Produto E'],246.07,20682.22
f3a14996-621a-485e-9c34-f439a1814be9,64,Feminino,Divorciado,51,Anual,Boleto,2,0,11.62,0,0,0-1000,4,['Produto D' 'Produto F' 'Produto A' 'Produto B'],681.74,35638.02
ba1615f2-d626-41fb-8696-2d3739f11b29,41,Masculino,Solteiro,110,Mensal,Cartão,4,0,19.63,0,4,0-1000,2,['Produto B' 'Produto D'],236.35,26648.51
2c25a8b3-b8aa-4080-979f-9e436295c6c7,41,Masculino,Solteiro,56,Mensal,Cartão,1,0,9.52,0,0,5000-10000,2,['Produto D' 'Produto C'],287.18,16484.16
7940caca-8332-479b-8c9e-b4b21b189da1,47,Masculino,Casado,43,Mensal,Débito,3,1,26.27,0,0,10000-50000,2,['Produto A' 'Produto E'],293.04,12915.76
febe4dac-b642-4848-9352-ef5e4a55a540,44,Feminino,Divorciado,24,Mensal,Cartão,4,0,23.26,0,0,0-1000,1,['Produto A'],54.35,1337.01
472308f9-434a-443a-a69c-6891b2a8652b,42,Masculino,Divorciado,96,Mensal,Boleto,2,5,10.55,0,2,0-1000,1,['Produto F'],299.57,29477.74
fed2aa1a-05c8-43ba-809d-ce0bf58a3906,32,Feminino,Casado,34,Mensal,Cartão,3,1,20.59,1,2,0-1000,3,['Produto D' 'Produto C' 'Produto E'],508.34,17715.68
6db6f43a-177c-43af-9cfe-423b18796b4a,44,Feminino,Divorciado,59,Mensal,Cartão,2,0,17.73,0,3,1000-5000,3,['Produto D' 'Produto C' 'Produto E'],522.52,31599.45
44f9ee49-771f-468d-a670-ebe83d11e1db,58,Feminino,Casado,2,Anual,Cartão,2,0,11.47,0,1,5000-10000,2,['Produto E' 'Produto C'],406.95,834.25
60f52cff-8b3a-4853-a37b-6b268d340538,53,Feminino,Divorciado,2,Mensal,Cartão,3,2,27.33,0,1,1000-5000,3,['Produto C' 'Produto D' 'Produto A'],415.27,851.31
a1bba7c1-0cbc-4ff8-a77f-989a704a7d15,55,Feminino,Divorciado,10,Mensal,Boleto,3,0,8.7,0,4,1000-5000,4,['Produto B' 'Produto A' 'Produto D' 'Produto C'],438.51,4494.74
24c79f75-ba61-44d1-b80b-b82ac8184ef2,34,Masculino,Divorciado,23,Mensal,Boleto,4,0,16.69,1,4,1000-5000,3,['Produto F' 'Produto D' 'Produto A'],482.53,11375.67
c78851f5-3674-492e-8299-6ab18e1cb42f,30,Feminino,Solteiro,15,Anual,Boleto,2,2,19.57,0,3,0-1000,3,['Produto A' 'Produto F' 'Produto E'],617.97,9501.31
bfc3df7b-851a-431f-929b-f2764ed8051a,38,Feminino,Solteiro,118,Anual,Boleto,1,0,25.59,0,2,1000-5000,6,['Produto A' 'Produto F' 'Produto B' 'Produto D' 'Produto C' 'Produto E'],960.05,116118.26
2296393a-f538-45c7-a7e6-5b0f3e34f3ce,40,Masculino,Casado,76,Anual,Boleto,3,3,8.75,0,0,1000-5000,6,['Produto C' 'Produto A' 'Produto B' 'Produto D' 'Produto F' 'Produto E'],1055.57,82229.05
93d450ee-dcfb-42f7-9633-1682c0005bd8,50,Masculino,Casado,107,Mensal,Débito,1,1,20.23,0,2,1000-5000,1,['Produto B'],90.4,9914.64
a8524a03-d893-42f0-a315-2b9326dae280,23,Feminino,Divorciado,17,Mensal,Boleto,1,1,5.16,0,2,10000-50000,2,['Produto F' 'Produto D'],505.61,8810.27
68f84d13-554d-4ccf-b218-20b897d8bd7a,55,Masculino,Solteiro,82,Anual,Débito,1,0,25.56,1,3,1000-5000,4,['Produto E' 'Produto B' 'Produto F' 'Produto D'],963.42,80975.6
858042b7-c6bf-4121-a70a-4203ede2ca70,38,Feminino,Solteiro,14,Mensal,Boleto,3,3,10.87,1,2,1000-5000,2,['Produto A' 'Produto F'],331.62,4758.76
3a77657c-9e03-4d1b-86eb-260967ac3d7d,35,Masculino,Casado,81,Mensal,Boleto,2,0,23.02,0,1,1000-5000,3,['Produto C' 'Produto D' 'Produto B'],396.93,32955.17
de10c18d-c25d-4bcb-8c2c-e22bc0da0adb,29,Masculino,Solteiro,79,Mensal,Boleto,1,2,20.05,0,2,1000-5000,2,['Produto D' 'Produto A'],257.07,20816.28
fd2029f6-7297-4c0c-8de2-555ab85702b0,23,Feminino,Solteiro,76,Mensal,Boleto,0,2,6.25,1,1,0-1000,1,['Produto F'],326.27,25416.48
daa0db8e-66bd-4611-b1df-633f2c698061,48,Masculino,Solteiro,16,Mensal,Débito,0,2,9.58,0,4,0-1000,1,['Produto E'],252.87,4147.08
5857b494-cb7d-4b8d-90cb-fb0ce188ed48,40,Masculino,Casado,32,Mensal,Boleto,2,2,11.69,0,4,1000-5000,2,['Produto C' 'Produto F'],472.27,15490.48
f283f7a6-737e-4e19-9caf-73c6ac9f7a78,27,Feminino,Solteiro,23,Mensal,Boleto,1,0,27.17,0,3,10000-50000,1,['Produto C'],129.44,3051.55
940f42eb-245d-46f4-a05f-465ee9b1a5c5,27,Masculino,Divorciado,102,Mensal,Débito,2,1,17.02,1,0,1000-5000,1,['Produto F'],282.0,29483.15
8d8ddf0d-c1c2-487f-8667-49e369961e5e,36,Feminino,Casado,34,Anual,Boleto,2,1,27.84,0,2,1000-5000,2,['Produto C' 'Produto F'],443.51,15456.35
3f181f4c-d58a-496e-b6fd-8b786f0a89f9,56,Feminino,Divorciado,98,Mensal,Boleto,1,0,6.19,1,0,1000-5000,4,['Produto E' 'Produto F' 'Produto B' 'Produto C'],695.01,69813.88
eb4d9284-22cc-4b02-b876-86d940c47e48,37,Feminino,Casado,16,Mensal,Boleto,5,2,5.16,1,1,1000-5000,5,['Produto B' 'Produto A' 'Produto C' 'Produto E' 'Produto F'],869.3,14256.55
3a5e4ebf-2b80-486d-a170-e80b0781436e,24,Masculino,Solteiro,34,Mensal,Boleto,0,1,28.71,0,0,1000-5000,5,['Produto D' 'Produto C' 'Produto A' 'Produto F' 'Produto B'],796.04,27742.04
a4522575-6299-4f47-801c-5fffda5f66dc,37,Masculino,Solteiro,104,Mensal,Boleto,4,1,23.1,0,2,1000-5000,4,['Produto C' 'Produto A' 'Produto B' 'Produto F'],479.01,51062.56
fc7f9c9d-992f-45d3-9f53-f97d3ff28d9c,37,Feminino,Solteiro,71,Mensal,Boleto,3,1,24.58,0,0,1000-5000,1,['Produto F'],324.06,23583.51
90c8dcc5-13c7-4ad2-8cac-3cb60cfbd6b3,13,Feminino,Casado,33,Mensal,Débito,3,3,27.9,1,0,5000-10000,1,['Produto C'],102.27,3459.29
d8913093-a0f3-4040-bc10-63d65e2cbaea,39,Feminino,Solteiro,68,Mensal,Débito,0,3,29.61,0,0,1000-5000,3,['Produto C' 'Produto B' 'Produto A'],209.19,14580.57
f2231b09-7eb6-417e-bd4d-12a29a1bcbfd,37,Feminino,Solteiro,43,Mensal,Boleto,5,2,7.44,0,3,10000-50000,5,['Produto F' 'Produto C' 'Produto A' 'Produto E' 'Produto D'],972.55,42865.22
416d8d00-9278-4d2d-b965-bc115a206529,46,Masculino,Casado,64,Anual,Boleto,2,1,8.96,1,0,5000-10000,1,['Produto F'],280.01,18368.69
14d06786-5cab-418b-a98e-0ca362d8dd7c,58,Masculino,Solteiro,116,Mensal,Boleto,0,0,9.71,0,2,5000-10000,1,['Produto D'],172.86,20553.09
ff099d1c-cb51-4ef7-9c52-1431c48ba8a2,51,Masculino,Solteiro,71,Mensal,Cartão,1,1,25.46,1,2,1000-5000,2,['Produto D' 'Produto E'],537.74,39134.1
3f6a2347-a860-436e-ba43-d75406295930,37,Masculino,Casado,18,Mensal,Boleto,4,2,13.89,1,0,5000-10000,3,['Produto B' 'Produto A' 'Produto F'],493.63,9107.49
19f8ef82-a0fd-49a2-9975-9276c84b4f95,28,Masculino,Divorciado,68,Anual,Débito,2,0,19.83,1,3,1000-5000,5,['Produto A' 'Produto C' 'Produto E' 'Produto B' 'Produto D'],609.53,42484.32
ff8032b8-7a0f-4f65-8ef0-624099c94a6c,65,Feminino,Solteiro,113,Mensal,Cartão,5,2,26.38,1,1,10000-50000,0,[],0.0,0.0
3daa4144-da81-42e7-903a-a2e80e6e6ad7,40,Masculino,Solteiro,61,Anual,Boleto,5,1,22.08,0,0,1000-5000,4,['Produto C' 'Produto B' 'Produto E' 'Produto A'],521.21,32588.71
5953c89b-a616-402d-97e5-7d7a70b4e96d,40,Masculino,Divorciado,75,Mensal,Cartão,2,2,6.64,0,3,5000-10000,1,['Produto D'],201.59,15497.26
36a8c564-b7ec-4773-9e4f-274d89fe9960,39,Masculino,Solteiro,107,Mensal,Boleto,2,2,16.14,0,4,5000-10000,0,[],0.0,0.0
ca34683c-9795-43b6-8992-fa3fc9f0dfdf,41,Feminino,Divorciado,20,Mensal,Boleto,2,3,6.69,2,2,10000-50000,0,[],0.0,0.0
f25dc60c-9a89-4c22-8acf-08a97692ca49,38,Feminino,Solteiro,11,Mensal,Boleto,3,1,16.97,0,4,0-1000,2,['Produto E' 'Produto C'],311.24,3509.24
3bc2ad14-e675-426f-b42e-64f8b0a74141,34,Feminino,Divorciado,79,Mensal,Boleto,2,0,10.48,0,2,1000-5000,2,['Produto A' 'Produto C'],148.34,12011.85
1538f4b6-66f1-4eac-9d34-f45e3a0b0550,34,Feminino,Solteiro,46,Mensal,Cartão,0,1,5.03,0,1,5000-10000,2,['Produto C' 'Produto F'],381.21,17974.08
0d274628-6159-4b15-b07e-8695162cf974,39,Masculino,Divorciado,64,Mensal,Cartão,1,1,25.33,0,3,1000-5000,3,['Produto C' 'Produto B' 'Produto D'],437.8,28719.73
ab76d0c2-0967-48a7-9e5d-1f40a1ca7ef2,34,Feminino,Solteiro,81,Mensal,Boleto,2,1,29.23,1,1,10000-50000,4,['Produto E' 'Produto C' 'Produto F' 'Produto B'],887.99,73725.5
298bd11a-dda6-4640-857a-6c81ca78f81f,32,Masculino,Casado,98,Mensal,Débito,2,1,29.1,0,4,10000-50000,0,[],0.0,0.0
fac5ff9d-b705-472f-a37c-0ccefd551eb3,41,Masculino,Solteiro,114,Anual,Boleto,1,0,12.48,0,3,0-1000,3,['Produto D' 'Produto A' 'Produto C'],350.92,41005.08
e86eac97-4e17-48f1-bf31-1923364a30c5,37,Feminino,Solteiro,112,Anual,Boleto,5,0,25.72,1,4,5000-10000,1,['Produto A'],57.18,6564.28
2440c1c6-4145-49df-89d2-331473f46f20,55,Feminino,Casado,76,Mensal,Boleto,0,2,21.97,2,0,1000-5000,4,['Produto E' 'Produto C' 'Produto B' 'Produto D'],696.99,54295.62
9789bf21-e611-44b0-8e49-11109f9f9544,13,Masculino,Casado,106,Anual,Cartão,2,1,25.0,0,4,0-1000,2,['Produto E' 'Produto B'],296.31,32194.14
fb7480c7-7b05-4f72-a5fa-36a0230d8220,50,Masculino,Divorciado,28,Mensal,Débito,1,1,26.16,0,1,5000-10000,2,['Produto C' 'Produto A'],172.6,4953.63
deda4616-e495-4e7c-bf1b-52c1878ffb14,52,Feminino,Casado,48,Mensal,Cartão,2,1,29.51,0,1,1000-5000,3,['Produto C' 'Produto D' 'Produto F'],715.1,35182.98
73020677-e7f7-43bc-a9d9-2007466ecc1f,19,Masculino,Divorciado,35,Mensal,Débito,1,2,8.79,1,0,1000-5000,5,['Produto B' 'Produto E' 'Produto A' 'Produto C' 'Produto D'],744.8,26719.75
5eb9c960-1cac-4e62-ac50-043723ed6d12,36,Masculino,Casado,8,Mensal,Boleto,3,0,24.24,0,3,10000-50000,1,['Produto D'],189.83,1556.61
44b639b0-d832-48a2-af2e-519853fd49fa,36,Masculino,Divorciado,91,Mensal,Boleto,3,0,23.35,1,4,1000-5000,2,['Produto B' 'Produto D'],271.96,25367.12
0f70c2fb-a9aa-4f2b-864a-ef6b50942e46,25,Masculino,Divorciado,22,Mensal,Cartão,0,1,12.19,1,4,10000-50000,2,['Produto C' 'Produto B'],231.89,5229.13
2afc14fa-7761-4ad4-b8dd-1a928f9574a1,32,Feminino,Solteiro,118,Mensal,Cartão,1,1,14.81,0,4,1000-5000,5,['Produto C' 'Produto E' 'Produto D' 'Produto A' 'Produto B'],758.26,91711.71
9b508b55-deb4-479a-93c0-56d981d8d5ac,28,Masculino,Divorciado,24,Mensal,Boleto,1,2,9.42,0,3,1000-5000,3,['Produto C' 'Produto D' 'Produto A'],371.49,9138.67
48c8e6f7-4706-4bc6-bf41-fa569fd954c7,57,Masculino,Divorciado,66,Anual,Débito,2,3,27.83,2,1,1000-5000,2,['Produto A' 'Produto C'],182.11,12319.76
d862ddb1-41f8-43f1-b2b0-ff5d4b628e48,49,Feminino,Solteiro,95,Anual,Boleto,7,0,26.98,0,0,1000-5000,3,['Produto C' 'Produto A' 'Produto E'],451.15,43930.81
d62a0c16-a24d-411d-a3fa-bde4439b2408,52,Feminino,Casado,86,Mensal,Boleto,2,0,20.35,3,3,5000-10000,4,['Produto D' 'Produto A' 'Produto B' 'Produto F'],646.97,57030.51
1ef064ab-1e22-48ab-b9a1-84d9a1bf3180,47,Masculino,Solteiro,64,Mensal,Cartão,3,0,17.79,1,0,5000-10000,1,['Produto F'],315.31,20684.37
641ed267-3317-4c51-8ab9-570177d0d3c1,28,Masculino,Divorciado,65,Mensal,Cartão,3,2,10.82,0,2,1000-5000,2,['Produto B' 'Produto A'],122.36,8152.25
f192f7d8-73e5-46f1-95c3-b70c93852797,34,Masculino,Solteiro,14,Mensal,Boleto,1,1,24.74,0,0,1000-5000,2,['Produto C' 'Produto D'],300.76,4315.91
a1b3353e-68e7-434e-a0d5-85ef7f0bc87e,44,Feminino,Solteiro,25,Mensal,Boleto,0,2,5.21,2,2,5000-10000,1,['Produto B'],74.85,1918.03
abd2243b-20e5-4804-bff1-bb197d7a2508,27,Feminino,Casado,100,Mensal,Boleto,1,1,16.57,0,0,1000-5000,6,['Produto A' 'Produto F' 'Produto E' 'Produto C' 'Produto D' 'Produto B'],815.47,83585.83
34a3312a-7b7d-46dd-813e-9852fc5cf071,47,Feminino,Casado,100,Mensal,Cartão,1,0,26.51,0,2,5000-10000,1,['Produto D'],226.25,23190.67
12854f8a-b673-4b12-b523-cef276f1ef7b,37,Feminino,Divorciado,105,Mensal,Cartão,1,1,20.46,1,4,0-1000,4,['Produto D' 'Produto A' 'Produto F' 'Produto E'],690.39,74303.36
8a16d03d-c79b-4f84-97d9-37fe48f99d8d,36,Feminino,Divorciado,3,Anual,Cartão,1,1,20.88,1,3,1000-5000,3,['Produto E' 'Produto B' 'Produto A'],318.32,978.84
28ea7366-728e-462b-a873-2ae78c8089c0,47,Feminino,Casado,5,Anual,Boleto,5,7,6.77,1,4,5000-10000,1,['Produto D'],193.83,993.38
1a56efa8-e81e-45ac-9790-18aa75b1e1ae,44,Masculino,Solteiro,65,Mensal,Débito,5,1,12.17,0,1,5000-10000,3,['Produto B' 'Produto C' 'Produto E'],446.28,29733.46
b3f6ca77-6387-4c43-b3b9-5429cf686c43,36,Masculino,Casado,54,Mensal,Débito,2,2,21.85,0,3,10000-50000,1,['Produto E'],226.32,12526.83
9d14c217-500d-4f1f-be58-d6e5185456b5,51,Feminino,Casado,19,Anual,Boleto,3,0,6.24,0,4,5000-10000,2,['Produto B' 'Produto C'],236.52,4606.24
4826dac3-8879-4152-b87d-0f058de0b614,29,Masculino,Casado,97,Mensal,Boleto,3,2,13.27,0,0,10000-50000,3,['Produto D' 'Produto F' 'Produto A'],476.66,47392.01
693cafa1-a3fc-4aad-89b5-68908eb1a5fa,46,Masculino,Solteiro,106,Mensal,Boleto,2,1,13.85,1,3,5000-10000,1,['Produto C'],123.54,13422.65
b3446789-c7be-4a57-b0fb-0a9cdcb58359,45,Feminino,Casado,54,Mensal,Boleto,0,2,17.47,0,0,5000-10000,4,['Produto D' 'Produto C' 'Produto F' 'Produto E'],908.51,50286.12
d8c63852-a45e-41d9-af00-1ff5f1ef6bcb,36,Masculino,Solteiro,94,Mensal,Débito,2,1,14.06,0,4,5000-10000,1,['Produto D'],212.44,20468.63
30bb8319-6346-4217-9835-2db49fdb797e,43,Feminino,Casado,76,Anual,Cartão,2,0,16.35,1,3,10000-50000,2,['Produto F' 'Produto D'],558.77,43528.26
74eaf166-e282-4b18-b102-605e92b4751b,27,Feminino,Casado,10,Mensal,Débito,2,2,18.67,1,4,5000-10000,3,['Produto B' 'Produto D' 'Produto C'],458.41,4698.71
bfaec331-85cd-4172-a94e-8ad725c1483b,49,Masculino,Divorciado,98,Mensal,Boleto,2,0,8.21,1,1,10000-50000,1,['Produto B'],73.33,7366.01
3b75f0b8-8180-4cca-95fd-7f1b78103f19,38,Feminino,Casado,16,Mensal,Cartão,3,0,9.51,1,4,1000-5000,3,['Produto B' 'Produto F' 'Produto D'],692.76,11361.28
84d593f3-bd62-4868-89f6-3394ac829a96,34,Masculino,Solteiro,104,Mensal,Boleto,2,3,25.81,0,1,10000-50000,0,[],0.0,0.0
8a7e308e-7405-47f1-ac88-8827fe8521a2,50,Masculino,Divorciado,46,Mensal,Boleto,3,0,16.49,0,4,1000-5000,5,['Produto B' 'Produto D' 'Produto C' 'Produto A' 'Produto E'],779.56,36756.32
98bb04cf-4156-48ce-8311-a04f9f1e1a1f,32,Feminino,Casado,29,Anual,Cartão,1,1,13.88,0,3,5000-10000,3,['Produto E' 'Produto C' 'Produto D'],465.33,13831.96
026eb492-3c83-442f-a010-bd0d0fa92cf1,25,Feminino,Solteiro,15,Mensal,Boleto,2,2,15.85,0,0,5000-10000,2,['Produto A' 'Produto E'],329.45,5065.3
68423638-2b34-48d9-94fc-bc403a9307ae,24,Feminino,Casado,48,Mensal,Cartão,5,0,9.37,0,3,10000-50000,0,[],0.0,0.0
1e0b6cbb-a84f-4642-94ff-bdfe5f37879e,46,Masculino,Solteiro,11,Mensal,Cartão,0,0,11.0,0,4,1000-5000,2,['Produto A' 'Produto B'],109.63,1236.08
7e2485d7-cd81-43f3-a4b6-57d7d262da88,27,Feminino,Divorciado,108,Mensal,Débito,1,2,17.89,0,4,10000-50000,4,['Produto A' 'Produto E' 'Produto C' 'Produto F'],664.15,73521.54
05300af6-2699-41c8-a5fa-cfbd0e9ab54d,57,Masculino,Casado,34,Mensal,Boleto,3,0,13.97,0,4,0-1000,2,['Produto F' 'Produto A'],342.68,11942.42
56c06576-3b4d-41ed-8943-43b394815505,19,Feminino,Casado,36,Mensal,Cartão,1,1,16.89,0,2,0-1000,2,['Produto F' 'Produto C'],464.34,17134.18
a4297380-b7fb-4e8b-a9be-54ed79954ecc,56,Masculino,Solteiro,30,Mensal,Débito,2,0,8.74,0,1,10000-50000,4,['Produto C' 'Produto F' 'Produto B' 'Produto A'],556.52,17113.02
df4cf49f-949c-4084-97a0-fdbba9a376e3,42,Feminino,Solteiro,99,Mensal,Débito,3,3,8.91,1,0,10000-50000,3,['Produto C' 'Produto A' 'Produto F'],494.7,50199.77
0fbaeeb3-723a-4c44-be60-baec14582b5a,39,Masculino,Divorciado,73,Mensal,Cartão,1,3,14.6,1,1,5000-10000,1,['Produto B'],75.8,5671.75
5f233eec-b866-40b4-8a1d-3333e9e1a4fe,34,Masculino,Divorciado,82,Anual,Cartão,2,0,14.47,0,4,10000-50000,2,['Produto D' 'Produto E'],516.57,43417.79
4744f841-5c3b-4abd-adf7-96870ac2f876,43,Masculino,Solteiro,19,Mensal,Boleto,5,0,27.08,1,4,1000-5000,2,['Produto A' 'Produto C'],160.92,3133.92
1319cb14-2e7d-42e9-8f73-af4300ce2317,39,Feminino,Solteiro,103,Mensal,Cartão,3,2,5.84,0,1,0-1000,2,['Produto F' 'Produto E'],544.35,57469.86
545af93c-7477-42e4-b5dd-91372d125ae4,51,Feminino,Solteiro,68,Mensal,Cartão,1,0,29.82,1,1,10000-50000,3,['Produto E' 'Produto F' 'Produto C'],654.48,45617.34
9e5a6d91-f18a-4896-adcf-7028595c887f,41,Feminino,Casado,70,Mensal,Cartão,3,1,28.91,1,1,1000-5000,3,['Produto A' 'Produto B' 'Produto D'],367.7,26382.52
8df9a608-4493-440f-a6bb-23735bea60bd,41,Masculino,Casado,115,Mensal,Cartão,4,1,18.56,1,2,10000-50000,0,[],0.0,0.0
3f7291e8-9ea5-4287-9be9-f69fb24b4eb1,36,Masculino,Casado,33,Mensal,Boleto,3,3,22.97,0,1,10000-50000,2,['Produto F' 'Produto C'],488.18,16512.72
0fdd476f-ced8-4276-a9cd-99950d47394f,39,Masculino,Casado,96,Mensal,Boleto,2,1,28.38,1,4,5000-10000,1,['Produto C'],107.04,10532.76
ff9071a2-488d-46b7-9c69-8329fe5bd947,43,Feminino,Divorciado,80,Mensal,Cartão,4,0,11.28,0,0,5000-10000,4,['Produto A' 'Produto D' 'Produto C' 'Produto F'],780.16,63973.24
1da065e1-aa68-444e-bf23-07bef410ef3a,22,Masculino,Casado,75,Mensal,Boleto,3,0,12.89,0,3,1000-5000,2,['Produto E' 'Produto D'],412.16,31684.86
942395df-a17f-4762-ab6c-b404a2d2a01f,26,Feminino,Solteiro,22,Mensal,Boleto,0,1,7.77,0,1,1000-5000,5,['Produto D' 'Produto B' 'Produto A' 'Produto C' 'Produto F'],863.41,19469.93
39cb9e58-2586-4357-bbcd-efaa2d6049e1,47,Feminino,Casado,36,Mensal,Boleto,2,0,19.1,1,1,1000-5000,3,['Produto B' 'Produto E' 'Produto C'],514.28,18976.97
4a17021b-d850-49d8-a2bf-31d867d6e12a,41,Feminino,Divorciado,114,Mensal,Boleto,1,1,8.99,0,1,10000-50000,2,['Produto C' 'Produto B'],196.38,22947.04
d5308b5f-c594-4921-ad0b-1079a3c57c31,38,Feminino,Casado,23,Anual,Débito,3,1,28.27,1,0,5000-10000,2,['Produto F' 'Produto E'],615.65,14513.98
0186d0cf-1e26-4e71-a661-f1f974c41e4e,40,Feminino,Casado,63,Anual,Cartão,1,2,15.79,1,1,0-1000,2,['Produto E' 'Produto B'],362.11,23383.3
b37a5494-a939-4bf1-826a-ab10ecb7a819,43,Feminino,Casado,26,Mensal,Boleto,1,1,27.99,1,1,0-1000,0,[],0.0,0.0
685adff3-1fb0-4f3d-abfe-4431334df3cb,34,Masculino,Divorciado,60,Mensal,Boleto,1,1,10.13,1,1,0-1000,1,['Produto C'],97.26,5981.5
b8f00cf7-531c-4d04-a73c-1bea003c0425,32,Feminino,Casado,95,Mensal,Boleto,0,2,22.35,0,0,5000-10000,2,['Produto D' 'Produto A'],208.79,20330.96
81e3e3f1-cff4-4528-957c-911f0d72a4bf,41,Masculino,Solteiro,93,Mensal,Boleto,0,0,21.19,0,3,1000-5000,3,['Produto D' 'Produto F' 'Produto B'],684.0,65202.42
6f52585e-8ecb-4ae8-9301-5490a6c91b92,30,Masculino,Divorciado,5,Mensal,Boleto,2,0,14.99,0,4,1000-5000,5,['Produto E' 'Produto D' 'Produto A' 'Produto B' 'Produto C'],759.61,3893.01
27acf815-61b6-44a9-a1f6-fcf2228449c8,44,Masculino,Divorciado,54,Mensal,Débito,3,1,27.46,0,0,5000-10000,2,['Produto B' 'Produto A'],125.55,6949.21
d58f9421-5660-44b0-8248-9bfb2869ccee,22,Masculino,Solteiro,38,Anual,Boleto,1,1,15.87,0,1,1000-5000,4,['Produto A' 'Produto F' 'Produto B' 'Produto C'],488.58,19030.23
09753b98-334d-4eeb-b072-7840d6337db3,50,Masculino,Casado,62,Mensal,Cartão,3,1,9.96,1,2,10000-50000,2,['Produto B' 'Produto F'],448.07,28474.9
1613671f-f972-4eef-8dfc-d2018dc62a90,44,Masculino,Casado,25,Mensal,Débito,3,1,29.42,1,0,1000-5000,5,['Produto B' 'Produto C' 'Produto F' 'Produto E' 'Produto D'],852.84,21854.06
524638bc-0215-4b3a-8af2-8cc6f2ff7b52,42,Feminino,Solteiro,98,Anual,Débito,1,2,16.04,0,1,5000-10000,2,['Produto A' 'Produto B'],132.27,13286.55
d9942e20-239e-40db-8699-54f38fba4a5f,49,Masculino,Divorciado,12,Mensal,Boleto,3,1,10.2,0,1,1000-5000,5,['Produto E' 'Produto C' 'Produto F' 'Produto D' 'Produto A'],825.49,10153.55
3312288f-82a8-4fb1-b57a-824a7e8e1fad,56,Feminino,Casado,22,Mensal,Cartão,1,2,14.09,1,4,0-1000,1,['Produto F'],327.21,7378.6
dc2027bc-ab48-4252-ae47-7ca01413aa83,50,Masculino,Divorciado,9,Mensal,Boleto,2,1,20.34,2,0,1000-5000,3,['Produto F' 'Produto E' 'Produto A'],521.4,4809.92
383a2d09-d4f3-43bb-a100-a92ed0f4ce34,21,Feminino,Solteiro,84,Mensal,Boleto,3,2,17.8,0,0,10000-50000,1,['Produto A'],51.91,4469.46
f0f96363-0caa-4bb3-99c2-aa793868fa11,27,Feminino,Casado,29,Mensal,Boleto,1,0,20.88,0,4,1000-5000,6,['Produto C' 'Produto A' 'Produto F' 'Produto B' 'Produto E' 'Produto D'],1059.85,31504.1
f78215d2-87ed-4a25-8c00-5f7f4fd7cdf5,33,Feminino,Solteiro,44,Mensal,Débito,6,0,21.55,0,2,0-1000,5,['Produto F' 'Produto C' 'Produto A' 'Produto D' 'Produto E'],1090.74,49192.46
cb66506a-5ad0-4baf-97f0-f124f3144962,40,Feminino,Casado,93,Mensal,Boleto,5,1,8.08,0,2,1000-5000,3,['Produto D' 'Produto A' 'Produto C'],385.23,36722.12
bbf24235-30db-4bd2-9cbf-c49c807b05a2,45,Masculino,Casado,109,Mensal,Cartão,2,0,12.87,3,3,10000-50000,3,['Produto D' 'Produto C' 'Produto E'],566.59,63302.38
3e928a08-7662-4c8e-85a4-9d2db4b3eedb,32,Feminino,Casado,27,Mensal,Cartão,1,1,23.72,0,3,1000-5000,5,['Produto E' 'Produto D' 'Produto B' 'Produto C' 'Produto F'],909.24,25163.26
