id_cliente,idade,genero,estado_civil,tempo_como_cliente,tipo_contrato,forma_pagamento,suporte_contatado,chamados_abertos,tempo_medio_atendimento,reclamacoes,atrasos_pagamento,renda_faixa,servicos_assinados,produtos_assinados,valor_mensal,total_gasto,churn
e6745caa-3bb2-4e62-9588-a31f24e953ff,41,Masculino,Casado,92,Mensal,Boleto,0,0,19.29,0,1,10000-50000,1,['Produto E'],289.11,27171.97,1
4b9b9e6b-3f90-44c3-bd87-8d56f35bc9a0,31,Masculino,Divorciado,72,Mensal,Cartão,2,2,15.25,3,3,1000-5000,2,['Produto E' 'Produto B'],267.14,19649.05,0
4d9b5183-f70d-4161-89b9-a7ebfb3fb5e7,35,Feminino,Solteiro,37,Mensal,Débito,2,1,8.59,0,3,1000-5000,5,['Produto E' 'Produto C' 'Produto B' 'Produto D' 'Produto A'],775.9,29327.68,1
fcde75c1-6cdc-43cc-9256-c30f1e4dc7d4,38,Masculino,Casado,2,Anual,Boleto,1,2,15.0,1,2,10000-50000,1,['Produto F'],276.16,564.24,1
02344e16-ddab-443b-8ecd-6b6042a113c6,50,Feminino,Solteiro,30,Anual,Boleto,2,0,14.13,1,1,5000-10000,0,[],0.0,0.0,1
47993748-db4b-4595-8ae6-196d6df65ed9,49,Feminino,Casado,77,Anual,Cartão,2,2,21.59,0,2,10000-50000,1,['Produto C'],118.35,9309.56,1
43000f9a-df5c-4384-9404-58d36887edd1,39,Feminino,Divorciado,109,Mensal,Boleto,2,0,10.58,1,4,5000-10000,3,['Produto E' 'Produto B' 'Produto D'],460.31,51256.29,0
f06fc43e-e6fe-41f4-bb7a-d617d38b8e94,52,Masculino,Divorciado,60,Mensal,Boleto,1,0,13.2,1,1,1000-5000,4,['Produto F' 'Produto C' 'Produto A' 'Produto E'],741.06,45422.9,0
aa75115d-64fe-4831-a737-164a01f986d2,19,Masculino,Solteiro,34,Mensal,Boleto,0,2,16.4,0,2,10000-50000,2,['Produto C' 'Produto F'],337.8,11732.99,1
bbbaa10b-fb81-45a0-abc8-86645b001a80,58,Feminino,Divorciado,77,Mensal,Boleto,1,3,14.66,0,1,0-1000,1,['Produto C'],121.97,9594.32,0
0aee59d1-9d86-4736-aba5-be2898ce2125,46,Masculino,Casado,53,Anual,Débito,6,0,10.1,0,0,1000-5000,1,['Produto C'],139.53,7554.64,0
d6104334-a4ab-472b-b2da-bc84d81f9eeb,41,Masculino,Solteiro,22,Anual,Boleto,3,0,26.88,0,3,10000-50000,3,['Produto E' 'Produto F' 'Produto B'],566.41,12729.87,1
0acb3be0-49f1-4d57-8a39-ccbd7db9c447,31,Feminino,Casado,110,Mensal,Débito,2,2,7.58,0,1,1000-5000,3,['Produto B' 'Produto C' 'Produto D'],368.21,41376.95,0
69173e8d-3c02-48d7-9077-368a9d4b975f,35,Feminino,Casado,68,Mensal,Cartão,3,1,6.4,0,2,1000-5000,3,['Produto A' 'Produto B' 'Produto C'],249.44,17327.87,0
641d3bcb-8c37-4687-bb4d-bd87525444f2,46,Masculino,Solteiro,17,Anual,Boleto,3,1,26.95,0,4,1000-5000,5,['Produto E' 'Produto A' 'Produto F' 'Produto D' 'Produto B'],819.29,14228.42,0
ea521426-67a6-47e9-8c4f-9dc19d2dfdd8,46,Masculino,Solteiro,34,Mensal,Débito,5,3,11.76,1,4,1000-5000,2,['Produto D' 'Produto C'],341.94,11876.79,1
ba39510f-af50-401e-bc17-209a9faa4a16,46,Masculino,Solteiro,55,Mensal,Boleto,0,1,12.81,0,1,5000-10000,1,['Produto B'],94.58,5314.13,0
6b52a3ea-7d1d-4c23-a19b-2d3caec7d8fe,32,Masculino,Solteiro,60,Anual,Boleto,0,2,24.76,0,4,10000-50000,4,['Produto C' 'Produto E' 'Produto A' 'Produto F'],819.42,50225.94,0
06b77f11-7ea5-4358-a700-ba6a02b732d0,30,Masculino,Solteiro,80,Mensal,Boleto,1,0,28.15,0,1,1000-5000,3,['Produto E' 'Produto F' 'Produto D'],647.77,52939.65,0
bedf7b0a-bfc4-423c-b820-c99aa2423366,41,Feminino,Solteiro,100,Mensal,Boleto,1,1,8.64,0,3,5000-10000,4,['Produto D' 'Produto A' 'Produto B' 'Produto E'],521.46,53271.05,0
68c773ac-90a5-4a62-b061-db77323e3ca6,47,Feminino,Divorciado,13,Mensal,Débito,2,1,17.79,0,0,0-1000,4,['Produto A' 'Produto F' 'Produto B' 'Produto C'],460.94,6121.5,1
03c0bf6b-7acb-47d8-bd18-84370a1f1fa9,40,Feminino,Casado,95,Mensal,Débito,1,0,11.19,0,0,1000-5000,3,['Produto B' 'Produto A' 'Produto D'],361.68,35100.91,1
07aec144-be15-47bb-a7f3-5e66d5d5eeef,54,Masculino,Divorciado,59,Mensal,Cartão,1,0,26.62,0,0,0-1000,4,['Produto D' 'Produto B' 'Produto E' 'Produto F'],891.53,53735.12,1
a3a5d482-3620-4d08-bbab-b5c7b7119bc5,40,Feminino,Casado,87,Mensal,Débito,3,0,5.59,0,4,1000-5000,2,['Produto F' 'Produto C'],502.44,44655.37,0
7b09a04e-e3bd-4cb3-bd8a-c3bc41f824c8,39,Masculino,Solteiro,116,Anual,Cartão,1,0,16.03,0,2,0-1000,5,['Produto F' 'Produto A' 'Produto C' 'Produto D' 'Produto B'],857.78,101649.24,1
a3b0cc1c-6b9f-44b4-8605-98a2aa0e12d7,46,Feminino,Casado,92,Mensal,Débito,1,1,25.09,0,3,0-1000,2,['Produto D' 'Produto B'],255.36,23999.98,0
39f0e1a4-02f0-4fe8-bec0-cecbb7d091fb,52,Masculino,Divorciado,39,Mensal,Débito,5,2,28.35,1,4,1000-5000,3,['Produto B' 'Produto F' 'Produto D'],620.74,24731.16,1
8d2b8106-9919-4f84-bc32-871f257c18a0,26,Feminino,Solteiro,87,Anual,Débito,5,3,11.18,0,4,1000-5000,6,['Produto F' 'Produto D' 'Produto E' 'Produto A' 'Produto B' 'Produto C'],1097.98,97585.19,1
fc689b66-5c64-4f38-8e31-5dc68eee57bc,28,Feminino,Casado,74,Mensal,Boleto,3,0,9.52,0,0,1000-5000,5,['Produto C' 'Produto E' 'Produto A' 'Produto B' 'Produto F'],736.22,55655.69,0
7dd16c61-c2f6-4480-a219-df137a7ceed7,36,Feminino,Solteiro,48,Mensal,Boleto,1,2,14.24,1,3,1000-5000,5,['Produto A' 'Produto B' 'Produto D' 'Produto C' 'Produto F'],686.94,33684.51,0
f4d031a9-3738-49f3-bc66-1f1496e3615c,71,Masculino,Solteiro,106,Mensal,Cartão,1,3,29.99,0,3,1000-5000,3,['Produto D' 'Produto C' 'Produto B'],354.43,38380.14,0
179c4f06-cc58-4020-bb84-48c5e8b5cd27,37,Feminino,Solteiro,47,Mensal,Débito,3,0,10.76,1,1,5000-10000,0,[],0.0,0.0,1
6e1d1932-5dde-406f-91f4-d9e5b9d082a8,38,Masculino,Casado,120,Mensal,Boleto,2,1,13.76,0,0,1000-5000,1,['Produto E'],204.17,25028.99,0
53ecaf21-7951-451b-b841-5c2624673e1a,46,Feminino,Casado,96,Mensal,Cartão,0,0,14.81,1,1,1000-5000,3,['Produto E' 'Produto C' 'Produto D'],500.16,49051.29,1
963380cc-82ac-4bca-a2a5-1615e1c691b6,49,Masculino,Divorciado,43,Mensal,Débito,3,1,21.02,0,4,10000-50000,0,[],0.0,0.0,1
660c2cf9-ee14-4bf1-91f6-b311808e26a0,41,Masculino,Solteiro,56,Mensal,Cartão,1,1,24.9,0,1,5000-10000,4,['Produto A' 'Produto B' 'Produto E' 'Produto F'],771.36,44128.11,0
aea99e32-1f08-4057-8472-92386e2807e0,51,Feminino,Solteiro,104,Mensal,Cartão,1,2,7.11,1,3,5000-10000,3,['Produto C' 'Produto A' 'Produto B'],279.24,29667.52,0
aca159e8-1bff-49e3-8008-11308a50436c,28,Feminino,Solteiro,95,Anual,Cartão,1,1,12.31,1,1,5000-10000,3,['Produto B' 'Produto C' 'Produto F'],458.26,44473.96,0
460d18b7-08c4-40ed-bc66-b0304b8d3592,32,Masculino,Casado,118,Anual,Boleto,3,1,9.41,0,3,5000-10000,2,['Produto B' 'Produto E'],281.17,33893.87,0
537a2c2c-dafb-4bd6-86d4-c3a326548af2,51,Feminino,Solteiro,60,Mensal,Boleto,0,1,21.4,0,4,1000-5000,6,['Produto B' 'Produto E' 'Produto F' 'Produto C' 'Produto D' 'Produto A'],1028.23,63024.84,1
3d2a5443-7d23-4c27-9c8f-be15173dfc57,40,Feminino,Casado,103,Mensal,Débito,0,1,15.41,1,2,1000-5000,4,['Produto A' 'Produto E' 'Produto F' 'Produto C'],668.36,70326.32,0
7ae545f9-2dcc-4a83-b442-3354deb75f0b,27,Feminino,Solteiro,62,Mensal,Boleto,3,0,15.85,0,1,10000-50000,4,['Produto B' 'Produto C' 'Produto A' 'Produto D'],467.77,29627.45,0
13bbaf50-f680-4640-99f5-36931e280e8f,26,Feminino,Solteiro,44,Mensal,Boleto,1,0,12.16,1,0,5000-10000,1,['Produto F'],257.11,11556.91,1
61be3851-bca4-484a-aac4-830eb6ed6259,31,Feminino,Solteiro,19,Mensal,Boleto,0,2,20.69,0,3,1000-5000,3,['Produto C' 'Produto A' 'Produto F'],548.13,10639.16,0
f1b084a5-e998-47c3-a6d4-c5e5658971fc,40,Masculino,Solteiro,7,Mensal,Débito,1,0,10.58,0,0,5000-10000,5,['Produto E' 'Produto D' 'Produto C' 'Produto F' 'Produto B'],874.81,6255.79,1
52c4a9d4-c34a-43e0-a6bb-7e2285cb5f8e,44,Feminino,Solteiro,105,Mensal,Boleto,1,1,17.7,1,3,5000-10000,3,['Produto B' 'Produto F' 'Produto A'],457.03,49023.49,0
9fd29ca5-3165-4211-a2c1-745ff177a34c,36,Feminino,Solteiro,34,Mensal,Boleto,4,1,11.8,4,0,10000-50000,2,['Produto C' 'Produto E'],334.53,11619.41,1
4247087c-91bc-4b8f-9ed0-ee642253f531,43,Masculino,Solteiro,71,Anual,Boleto,1,0,23.54,1,0,5000-10000,2,['Produto A' 'Produto C'],177.6,12881.65,0
c82951b2-7319-4310-a979-ca89d4797c06,35,Feminino,Solteiro,39,Anual,Boleto,2,2,28.49,1,3,10000-50000,0,[],0.0,0.0,1
bf21ff0a-669f-48d7-bfdf-4ed2d52a3d97,52,Feminino,Solteiro,92,Anual,Cartão,1,0,24.66,0,0,0-1000,3,['Produto E' 'Produto D' 'Produto A'],468.96,44075.16,0
388e52b6-43f3-45da-8621-6bc3f76b89af,65,Feminino,Casado,25,Anual,Boleto,2,1,29.21,1,2,5000-10000,1,['Produto F'],341.15,8712.76,1
2dfa65c5-2de6-4ecb-9958-79727829398a,36,Masculino,Solteiro,65,Mensal,Boleto,4,1,29.89,0,0,1000-5000,3,['Produto C' 'Produto B' 'Produto A'],259.98,17263.29,1
b73ef066-841a-490e-9ca7-659085c0f803,44,Masculino,Solteiro,39,Mensal,Débito,3,1,16.17,1,2,1000-5000,3,['Produto F' 'Produto D' 'Produto A'],616.19,24549.89,0
a3be9648-d915-4fba-90ed-daaf51e08d65,43,Feminino,Solteiro,73,Mensal,Boleto,1,1,15.79,1,1,5000-10000,2,['Produto D' 'Produto C'],319.94,23859.52,0
f3edf8e5-83aa-4cc0-a60e-25a0dfb7284c,41,Feminino,Casado,24,Anual,Boleto,2,1,28.56,0,1,5000-10000,0,[],0.0,0.0,0
02a16532-34f7-44a2-8b52-6957cc71dec0,46,Masculino,Solteiro,67,Mensal,Boleto,2,0,29.26,2,3,0-1000,3,['Produto B' 'Produto D' 'Produto C'],464.49,31792.26,0
a57118ca-00f4-469b-828d-8eaf52fc1696,44,Feminino,Solteiro,110,Mensal,Boleto,1,1,25.13,1,3,5000-10000,0,[],0.0,0.0,1
965b5063-7feb-4f2f-8da1-a8548ced70d6,35,Masculino,Solteiro,97,Anual,Cartão,2,1,11.6,1,0,1000-5000,3,['Produto E' 'Produto B' 'Produto F'],587.49,58216.01,0
211e7ee0-8273-4a21-bedb-2752e364e806,53,Feminino,Casado,112,Mensal,Cartão,2,0,9.09,0,1,10000-50000,0,[],0.0,0.0,1
86f2a562-4ffe-4c20-a751-49fd7a4b371a,42,Feminino,Solteiro,41,Mensal,Boleto,2,0,24.0,1,4,5000-10000,2,['Produto A' 'Produto D'],279.12,11690.82,0
adef6598-bb6c-4dd9-b261-1bbfa77ab289,36,Feminino,Solteiro,33,Mensal,Cartão,1,0,20.4,3,1,1000-5000,2,['Produto E' 'Produto B'],320.14,10792.55,0
bbf7c94e-f25e-463b-b457-8517becbc91f,64,Masculino,Casado,66,Mensal,Boleto,3,1,9.57,0,1,0-1000,1,['Produto C'],121.47,8189.99,1
633e76f2-a08b-4786-96e2-3b37530088a8,38,Masculino,Casado,46,Mensal,Cartão,1,0,15.16,1,1,5000-10000,2,['Produto A' 'Produto C'],180.59,8486.37,0
43ef78a1-228e-4bc3-9afc-b3b7bf5dd306,42,Feminino,Solteiro,78,Mensal,Boleto,2,2,16.02,1,4,1000-5000,6,['Produto E' 'Produto B' 'Produto C' 'Produto A' 'Produto D' 'Produto F'],828.63,66027.6,0
c67910e2-4a30-42bb-99c6-090d7f01ff5f,41,Masculino,Casado,44,Mensal,Cartão,0,1,14.24,0,3,0-1000,2,['Produto C' 'Produto F'],434.94,19550.25,0
26c21920-571b-425a-871d-02727ff6470d,38,Feminino,Casado,77,Mensal,Boleto,1,0,19.05,1,4,1000-5000,2,['Produto C' 'Produto D'],382.53,30090.3,0
a73d7c76-c6fe-4b87-9df5-70e2c99fe164,44,Feminino,Solteiro,27,Mensal,Débito,1,1,7.16,1,4,1000-5000,2,['Produto D' 'Produto C'],343.67,9479.29,0
9d2520c8-e823-4002-98e2-a689b2b4851b,31,Masculino,Solteiro,95,Mensal,Cartão,5,1,11.31,0,4,5000-10000,1,['Produto E'],226.8,22010.85,1
1429ebad-0902-4f39-bbf0-830d65eb4fea,45,Masculino,Divorciado,70,Mensal,Cartão,1,0,14.88,0,1,1000-5000,4,['Produto B' 'Produto F' 'Produto C' 'Produto A'],465.93,33318.77,0
35dae073-f820-44ac-9235-82b5328e376f,22,Feminino,Solteiro,1,Anual,Boleto,0,1,21.71,0,4,1000-5000,3,['Produto C' 'Produto D' 'Produto F'],704.14,719.33,1
1bec0104-e6b1-4dec-b65f-e66b2dbb1dce,27,Masculino,Solteiro,36,Mensal,Boleto,2,2,13.52,1,4,0-1000,2,['Produto F' 'Produto C'],464.6,17086.45,0
2355f95b-6e27-4506-940e-3fd0441eb992,58,Feminino,Solteiro,22,Mensal,Boleto,1,0,11.77,1,4,5000-10000,0,[],0.0,0.0,1
da23de2c-5e2f-43bf-8e49-df478fcf8eb5,27,Masculino,Solteiro,49,Mensal,Boleto,2,0,11.38,1,0,1000-5000,4,['Produto D' 'Produto E' 'Produto A' 'Produto F'],769.62,38525.0,0
728730dc-29f4-43a5-b65c-7f8e9c61efac,20,Feminino,Casado,8,Mensal,Boleto,0,0,8.18,0,4,1000-5000,4,['Produto A' 'Produto E' 'Produto D' 'Produto B'],467.47,3820.45,1
7b71efc1-4604-40b0-8116-4f71d215cfcb,27,Feminino,Casado,61,Mensal,Débito,3,2,8.31,0,2,5000-10000,2,['Produto D' 'Produto C'],288.24,17961.98,0
dc61c78a-daf4-4aa2-814c-18e2db004c99,57,Feminino,Casado,25,Anual,Cartão,6,0,29.57,0,0,5000-10000,0,[],0.0,0.0,1
958d2bd6-bf60-4ea0-8edd-f1f5436ba21d,22,Masculino,Solteiro,9,Anual,Cartão,3,2,19.72,1,0,10000-50000,5,['Produto F' 'Produto E' 'Produto D' 'Produto C' 'Produto B'],1113.49,10237.62,1
fc17b8d5-2987-44be-bc9e-293bb3f69d9d,30,Feminino,Solteiro,108,Mensal,Boleto,1,0,16.72,0,2,10000-50000,3,['Produto C' 'Produto F' 'Produto E'],544.08,60028.4,0
14f9899a-a253-4829-9395-148cf3357b62,25,Masculino,Casado,83,Mensal,Boleto,0,1,18.63,0,2,0-1000,3,['Produto E' 'Produto A' 'Produto F'],594.0,50365.69,0
d7d9d4dc-d8b9-47bc-9f1c-778d2f1c070f,37,Masculino,Solteiro,72,Mensal,Débito,3,0,16.35,0,2,1000-5000,3,['Produto B' 'Produto C' 'Produto E'],406.51,29900.19,0
98e58db1-8e80-4c91-95e3-fb9e6436dee5,35,Masculino,Divorciado,45,Mensal,Débito,2,0,10.44,0,4,1000-5000,3,['Produto D' 'Produto C' 'Produto F'],526.69,24212.4,0
326ff924-ee20-4daf-af7b-1babb1ee5cae,35,Masculino,Casado,21,Anual,Boleto,2,1,10.34,2,2,10000-50000,3,['Produto A' 'Produto F' 'Produto B'],483.76,10378.14,1
558f43cf-6c27-4b9f-8cf0-ceaa6c967f5e,58,Masculino,Solteiro,109,Anual,Boleto,2,1,10.02,1,2,5000-10000,4,['Produto E' 'Produto C' 'Produto F' 'Produto D'],1025.53,114194.48,1
9e880dbb-a8e8-47a4-88ea-05292fea0201,28,Feminino,Solteiro,82,Anual,Boleto,3,1,11.51,0,2,0-1000,3,['Produto F' 'Produto E' 'Produto C'],656.92,55029.63,0
42a5cddc-0719-40b4-a5c9-715feef07f5d,38,Masculino,Solteiro,5,Mensal,Cartão,2,2,24.05,0,4,1000-5000,2,['Produto D' 'Produto F'],406.1,2074.31,0
0a03466f-448d-4783-89de-e25041bde26f,43,Masculino,Solteiro,88,Mensal,Débito,1,1,8.55,0,1,1000-5000,4,['Produto F' 'Produto B' 'Produto C' 'Produto D'],734.76,66053.89,0
f27444c0-5523-4f8c-98ed-18fb1f3e3bb3,30,Masculino,Casado,34,Anual,Boleto,3,3,24.3,0,3,0-1000,0,[],0.0,0.0,0
7199237c-560d-41b0-b683-7033f9e71eb6,44,Masculino,Divorciado,9,Mensal,Boleto,3,2,24.99,1,4,1000-5000,3,['Produto A' 'Produto E' 'Produto B'],440.4,4049.11,1
caaba785-59e2-4a91-8e9c-899ffadb55e6,36,Feminino,Divorciado,10,Mensal,Cartão,4,2,9.04,0,0,1000-5000,4,['Produto A' 'Produto C' 'Produto D' 'Produto E'],553.31,5652.48,1
18ca66ad-a5ce-431b-bef0-62f2969d0edb,43,Masculino,Divorciado,54,Anual,Boleto,2,0,29.54,0,3,5000-10000,2,['Produto F' 'Produto B'],358.06,19752.4,0
554c9b2b-8716-44f5-83da-ecda67562570,38,Masculino,Solteiro,31,Mensal,Boleto,2,1,23.45,0,1,0-1000,0,[],0.0,0.0,0
c010df27-8037-429e-9193-47fe6131b71a,19,Masculino,Solteiro,77,Anual,Boleto,3,1,10.72,1,4,5000-10000,5,['Produto D' 'Produto F' 'Produto B' 'Produto E' 'Produto C'],1077.2,84733.92,0
c07ae5bf-d0fb-46fc-86ef-11edc449fdd5,53,Feminino,Casado,15,Mensal,Cartão,3,2,22.16,0,4,1000-5000,3,['Produto C' 'Produto A' 'Produto D'],365.54,5601.4,1
08820a56-3c51-4f70-84da-38ba98768751,60,Feminino,Casado,92,Anual,Boleto,1,0,25.48,1,4,5000-10000,2,['Produto C' 'Produto D'],343.63,32296.03,1
1eb2041c-b33c-4c13-8529-ff6bda4e563e,38,Masculino,Divorciado,35,Mensal,Boleto,2,0,27.77,0,3,10000-50000,1,['Produto D'],219.48,7847.53,0
c3ddd9c1-5950-4058-86fe-fd8aa7e225d9,31,Masculino,Solteiro,99,Mensal,Boleto,1,0,9.15,1,3,1000-5000,4,['Produto C' 'Produto D' 'Produto A' 'Produto E'],630.56,63772.26,1
a18fdd2d-d157-4ce0-8671-148c4f9423cd,55,Feminino,Solteiro,94,Mensal,Boleto,1,1,10.69,0,1,10000-50000,1,['Produto D'],209.24,20092.91,1
a8aa72c6-d3e7-421b-bdce-e2f5835b6289,58,Masculino,Solteiro,54,Anual,Boleto,2,0,12.41,0,4,5000-10000,2,['Produto D' 'Produto E'],528.45,29151.97,0
4e0d9437-bbdf-41a1-a890-1025ca033181,38,Feminino,Casado,107,Mensal,Boleto,5,0,25.69,1,3,5000-10000,1,['Produto B'],72.88,7966.4,0
b23cd39f-a993-4d48-916c-b4f7923792e7,37,Feminino,Solteiro,118,Anual,Cartão,0,0,16.01,0,2,5000-10000,1,['Produto B'],77.93,9394.14,0
1b643c2a-839c-4744-8d5b-0fb80a4d8276,39,Feminino,Solteiro,39,Anual,Débito,2,2,26.69,1,3,1000-5000,5,['Produto E' 'Produto D' 'Produto A' 'Produto F' 'Produto C'],822.91,32785.9,0
8c2fa405-6ffa-44e7-9027-b4addb67c15a,23,Feminino,Solteiro,42,Mensal,Boleto,4,0,13.99,0,3,1000-5000,3,['Produto D' 'Produto E' 'Produto C'],518.83,22261.0,0
c75115e7-8e3e-48b5-b219-cc92929e0cea,37,Masculino,Divorciado,101,Anual,Boleto,1,1,18.85,1,1,0-1000,5,['Produto D' 'Produto C' 'Produto E' 'Produto B' 'Produto F'],983.56,101482.8,0
f6e4999a-5ea1-4c71-aecd-56717275f1c6,57,Feminino,Solteiro,90,Mensal,Boleto,6,1,9.47,1,2,1000-5000,4,['Produto A' 'Produto F' 'Produto B' 'Produto D'],704.95,64814.33,1
dc8cc626-e39e-4ff1-b9a9-b1068d1cd67e,38,Feminino,Divorciado,104,Mensal,Cartão,0,3,6.08,0,2,5000-10000,5,['Produto C' 'Produto B' 'Produto E' 'Produto D' 'Produto F'],963.77,102394.58,1
22b9e404-9a58-4149-8451-2e9cdcbc79f3,29,Masculino,Solteiro,80,Mensal,Boleto,1,0,20.16,0,3,1000-5000,3,['Produto A' 'Produto B' 'Produto D'],318.06,25993.77,1
3aa1fc82-0a3f-4282-a71e-c27989fae260,44,Masculino,Solteiro,65,Anual,Cartão,3,0,22.3,0,0,0-1000,3,['Produto A' 'Produto C' 'Produto D'],305.77,20303.85,0
b4c90628-5ea5-461f-83eb-e962cd0e3538,33,Masculino,Casado,119,Mensal,Cartão,1,1,7.33,0,2,1000-5000,2,['Produto B' 'Produto C'],201.88,24542.03,1
2a088a33-50c8-435f-b78d-62398bb3b29f,39,Feminino,Casado,105,Mensal,Débito,3,0,10.52,1,0,0-1000,3,['Produto F' 'Produto B' 'Produto E'],693.45,74383.17,0
2b2f8666-ca86-448d-8ec4-35c05efeda42,27,Feminino,Solteiro,73,Mensal,Boleto,1,1,16.42,0,3,0-1000,4,['Produto D' 'Produto A' 'Produto E' 'Produto C'],680.38,50739.32,0
08f8adf8-46d3-48be-ad85-504ce9f99bbe,29,Masculino,Solteiro,70,Mensal,Débito,2,1,7.77,1,4,1000-5000,2,['Produto E' 'Produto B'],267.93,19159.74,1
c944b1dc-5c25-4faa-b295-aa4a23c00b96,47,Feminino,Casado,101,Mensal,Débito,0,1,5.64,1,3,0-1000,2,['Produto A' 'Produto F'],368.43,38014.26,1
de8b9a86-2bcb-4537-b945-af14dd0a7f7f,41,Feminino,Casado,67,Mensal,Boleto,5,1,8.64,0,3,10000-50000,1,['Produto D'],180.3,12340.73,0
822363e7-3761-4834-a350-5f1215c48961,32,Masculino,Divorciado,111,Mensal,Boleto,5,0,9.48,0,4,10000-50000,5,['Produto F' 'Produto C' 'Produto B' 'Produto A' 'Produto D'],801.62,90899.55,0
17f30e3b-2599-43a0-a2e8-d4d92c3f347a,41,Feminino,Casado,97,Mensal,Débito,2,1,17.23,0,1,10000-50000,4,['Produto C' 'Produto F' 'Produto D' 'Produto E'],774.67,76764.2,0
0ced46be-4106-47fc-84b2-9a9029795747,33,Feminino,Solteiro,99,Mensal,Boleto,2,0,28.11,1,3,1000-5000,6,['Produto A' 'Produto D' 'Produto B' 'Produto C' 'Produto E' 'Produto F'],1118.94,113165.02,0
742be4e0-a1bc-4a2b-86ec-2270d1b04a44,32,Masculino,Divorciado,102,Mensal,Boleto,2,0,20.37,1,1,10000-50000,0,[],0.0,0.0,0
b35faade-a4e3-427d-a4df-a8555019533d,51,Masculino,Solteiro,55,Mensal,Boleto,2,2,12.81,0,4,1000-5000,4,['Produto E' 'Produto F' 'Produto A' 'Produto D'],869.08,48830.67,0
26ea86e5-7249-44b2-bfeb-f73b981461e9,47,Feminino,Casado,79,Mensal,Boleto,1,0,5.22,1,0,5000-10000,0,[],0.0,0.0,0
91df9c48-689a-4134-8a07-77e06ebf3a09,39,Masculino,Solteiro,111,Mensal,Boleto,0,0,16.83,2,4,1000-5000,3,['Produto D' 'Produto F' 'Produto B'],680.21,77132.29,1
47509210-b69d-4019-a066-23cb2127910d,41,Masculino,Casado,7,Mensal,Boleto,0,0,7.83,0,0,10000-50000,2,['Produto B' 'Produto D'],283.81,2029.53,0
b0fb79a1-a6eb-4830-b4ca-df76666c44e9,39,Masculino,Casado,114,Mensal,Débito,1,2,24.47,1,0,1000-5000,3,['Produto E' 'Produto B' 'Produto C'],522.26,60822.16,1
165b7eb6-854b-4514-9d55-aefa9ed39ae7,44,Feminino,Casado,37,Mensal,Boleto,3,2,5.84,1,3,1000-5000,2,['Produto C' 'Produto F'],342.11,12931.17,1
faf3f9e9-1c74-44a2-999a-1cb704c39b0e,32,Masculino,Solteiro,58,Mensal,Boleto,2,0,28.74,0,3,1000-5000,4,['Produto A' 'Produto D' 'Produto E' 'Produto C'],681.14,40358.46,0
c3845aa2-9f6a-4c6d-bbe1-e64145fea951,48,Feminino,Solteiro,79,Anual,Cartão,4,0,8.6,0,4,1000-5000,2,['Produto C' 'Produto A'],178.24,14384.76,0
704cb8a5-c249-47b0-81f7-47d8710d4f50,43,Feminino,Solteiro,42,Mensal,Boleto,1,0,26.52,0,4,5000-10000,5,['Produto D' 'Produto C' 'Produto E' 'Produto F' 'Produto B'],979.07,42008.12,1
b2c6f719-192b-411f-a750-6ef51a0c157a,37,Feminino,Casado,22,Anual,Débito,1,3,16.18,1,1,1000-5000,3,['Produto B' 'Produto D' 'Produto C'],347.73,7815.11,1
a8af6759-ea15-4ddf-b545-10c5245a04de,35,Masculino,Solteiro,119,Anual,Cartão,1,2,16.37,0,1,1000-5000,2,['Produto A' 'Produto C'],196.16,23846.66,0
521b4ba8-0e2c-4a51-9eff-5826ddf9bcf6,48,Feminino,Divorciado,27,Mensal,Boleto,2,0,9.83,1,3,0-1000,1,['Produto C'],100.7,2777.56,0
42ab510d-d8d3-41df-89d2-69f82d182e1f,38,Feminino,Divorciado,76,Anual,Débito,1,0,10.15,1,0,1000-5000,3,['Produto B' 'Produto C' 'Produto D'],383.93,29808.21,0
6c816538-5197-46f0-8b46-227cd99c6c39,33,Feminino,Solteiro,50,Anual,Débito,1,0,16.48,0,1,0-1000,5,['Produto D' 'Produto A' 'Produto C' 'Produto F' 'Produto E'],758.34,38735.06,0
7462ed14-2172-4362-b128-0d679f2026a6,36,Masculino,Casado,1,Mensal,Débito,2,0,15.57,2,3,0-1000,3,['Produto D' 'Produto B' 'Produto E'],600.17,613.12,1
937f308c-d0fc-450a-862f-e0def2420ff6,47,Feminino,Solteiro,58,Mensal,Boleto,2,0,25.06,0,3,10000-50000,4,['Produto F' 'Produto E' 'Produto B' 'Produto A'],547.88,32462.63,1
3adf7b8f-441b-4a39-a008-52bd7402fd0d,23,Feminino,Casado,116,Mensal,Boleto,5,1,29.87,0,4,10000-50000,1,['Produto A'],45.55,5397.8,0
ee5dc6ac-3cb1-4dbd-80ad-317e539b8635,36,Masculino,Divorciado,45,Mensal,Boleto,3,2,12.22,0,2,10000-50000,1,['Produto A'],53.89,2477.37,0
41d7d109-48e7-4ff0-92f5-b0044c15e49f,50,Masculino,Solteiro,100,Mensal,Cartão,1,3,5.85,2,2,10000-50000,3,['Produto B' 'Produto D' 'Produto C'],361.27,36906.44,0
9568d705-1f54-416e-ade4-70a748b52336,38,Feminino,Divorciado,18,Anual,Débito,1,1,20.91,0,3,10000-50000,1,['Produto B'],74.61,1371.95,1
